"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E07,UNIV. SETIF 1,A16TCL01,ELECTROTECHNIQUE,10.1,nan,nan,nan
E07,UNIV. SETIF 1,A19TCL01,GENIE MECANIQUE,10.4,nan,nan,nan
E07,UNIV. SETIF 1,B00LAL02,SCIENCES DE LA MATIERE,7.45,nan,nan,nan
E07,UNIV. SETIF 1,C01LAL02,INFORMATIQUE,14.05,nan,14.68,nan
E07,UNIV. SETIF 1,C01TCL01,INFORMATIQUE,15.07,nan,15.82,nan
E07,UNIV. SETIF 1,C02LAL02,MATHEMATIQUES,11.09,nan,11.72,nan
E07,UNIV. SETIF 1,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,12.12,nan,13.09,14.44
E07,UNIV. SETIF 1,D03LAN02,SCIENCES AGRONOMIQUES,9.17,nan,7.63,nan
E07,UNIV. SETIF 1,D03TCL01,SCIENCES AGRONOMIQUES,9.93,nan,11.71,10.58
E07,UNIV. SETIF 1,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,8.99,nan,8.97,10.23
E07,UNIV. SETIF 1,E03LAL01,GEOLOGIE,8.69,nan,9.29,10.54
E07,UNIV. SETIF 1,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.41,11.2
E07,UNIV. SETIF 1,N05IAL02,ARCHITECTURE,13.98,nan,nan,nan
E35,UNIV. SETIF 2,G01LAL01,SCIENCES POLITIQUES,10.0,nan,10.0,10.18
E35,UNIV. SETIF 2,G02LAL02,DROIT,10.0,nan,10.66,11.44
E35,UNIV. SETIF 2,H01LAL02,LANGUE FRANCAISE,10.59,nan,11.28,12.07
E35,UNIV. SETIF 2,H06LAL03,LANGUE ANGLAISE,12.85,nan,13.69,14.65
E35,UNIV. SETIF 2,I17LAL03,SCIENCES HUMAINES,10.0,nan,10.0,nan
E35,UNIV. SETIF 2,I19LAL01,SCIENCES SOCIALES,10.06,nan,10.76,nan
E35,UNIV. SETIF 2,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.79,nan,nan,nan
E35,UNIV. SETIF 2,L00LAL02,LANGUE ET LITTERATURE ARABES,10.0,nan,10.0,nan
U09,UNIV. SAIDA,A00LAL01,SCIENCES ET TECHNOLOGIES,8.15,nan,nan,nan
U09,UNIV. SAIDA,A00TCL02,SCIENCES ET TECHNOLOGIES,9.5,nan,nan,nan
