"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E14,UNIV. MSILA,D03TCL01,SCIENCES AGRONOMIQUES,10.25,nan,12.13,10.48
E14,UNIV. MSILA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.25,10.00
E14,UNIV. MSILA,FH0LAN01,SCIENCES DE GESTION + LANGUE ANGLAISE,13.92,nan,14.63,nan
E14,UNIV. MSILA,G01LAL01,SCIENCES POLITIQUES,10.07,nan,13.18,15.47
E14,UNIV. MSILA,G02EAN01,DROIT,11.45,nan,12.26,--
E14,UNIV. MSILA,G02LAL01,DROIT,10.0,nan,10.0,10.23
E14,UNIV. MSILA,GC0LAN01,DROIT + INFORMATIQUE,13.11,nan,13.68,nan
E14,UNIV. MSILA,H01LAL03,LANGUE FRANCAISE,11.67,nan,12.57,13.23
E14,UNIV. MSILA,H03IAN14,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,ANGLAIS)",12.46,nan,nan,nan
E14,UNIV. MSILA,H06LAL01,LANGUE ANGLAISE,12.5,nan,13.41,14.25
E14,UNIV. MSILA,I17LAL02,SCIENCES HUMAINES,10.0,nan,10.38,nan
E14,UNIV. MSILA,I19LAL03,SCIENCES SOCIALES,10.0,nan,10.0,nan
E14,UNIV. MSILA,I20LAL01,SCIENCES ISLAMIQUES,11.65,nan,12.47,nan
E14,UNIV. MSILA,J00LAL02,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.0,nan,nan,nan
E14,UNIV. MSILA,L00LAL02,LANGUE ET LITTERATURE ARABES,10.0,nan,10.0,nan
E14,UNIV. MSILA,N01LAL01,GESTION DES TECHNIQUES URBAINES,8.12,nan,nan,nan
E14,UNIV. MSILA,N02FPN04,MANAGEMENT DES PROJETS DE CONSTRUCTION,9.76,nan,nan,nan
E14,UNIV. MSILA,N04LAL01,URBANISME,7.67,nan,nan,nan
E14,UNIV. MSILA,N05IAL02,ARCHITECTURE,8.85,nan,nan,nan
E14,UNIV. MSILA,P04VAL01,SCIENCES VETERINAIRES,12.93,nan,14.21,--
U13,UNIV. MASCARA,A00LAL01,SCIENCES ET TECHNOLOGIES,9.86,nan,nan,nan
U13,UNIV. MASCARA,A00TCL03,SCIENCES ET TECHNOLOGIES,9.87,nan,nan,nan
U13,UNIV. MASCARA,A05TCL01,GENIE CIVIL,11.81,nan,nan,nan
