"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers AIN-DEFLA,16.55,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliers AIN-TEMOUCHENT",15.98,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers RELIZANE,16.23,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers IN SALAH,15.34,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliers INGUEZZAM",--,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers DJANET,--,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers ADRAR,13.17,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers CHLEF,15.30,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers LAGHOUAT,13.44,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers OUM-EL-BOUAGHI,14.86,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BATNA,14.85,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BEJAIA,13.25,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BISKRA,14.42,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BECHAR,12.78,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BLIDA,14.43,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BOUIRA,14.58,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TAMANRASSET,--,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TEBESSA,--,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TLEMCEN,13.85,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TIARET,14.70,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TIZI-OUZOU,13.40,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers ALGER,13.83,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers DJELFA,14.15,nan,nan,nan
