"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers IN SALAH,--,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers IN GUEZZAM,--,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers DJANET,--,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BLIDA,14.63,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BOUIRA,15.30,16.45,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TAMANRASSET,--,13.76,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TIZI-OUZOU,14.87,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers ALGER,14.34,15.16,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers ILLIZI,--,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BOUMERDES,15.22,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TIPAZA,14.50,15.46,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers AIN-DEFLA,15.75,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers IN SALAH,14.33,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers IN GUEZZAM,--,--,nan,nan
